index,target,scheme,segment,feature,feature_family,importance_mean,importance_std,importance_median,retrain_count,importance_cv
352,day_ahead_price,xgb_oof_train,peak,lag_4,lag,0.007657457304258702,0.0018310323609746356,0.0074968440458178,52,0.2391175410088549
195,day_ahead_price,xgb_only,global,roll_std_96,roll_std,0.0075407391414046,0.0,0.0075407391414046,1,0.0
292,day_ahead_price,xgb_oof_train,flat,roll_mean_672,roll_mean,0.007413497933437275,0.0024574026849344113,0.0073292041197419,52,0.33147681526297185
266,day_ahead_price,xgb_oof_train,flat,cos_slot96,calendar_time,0.007406266191257827,0.0061953032901436705,0.0062562942039221005,52,0.8364948180577756
297,day_ahead_price,xgb_oof_train,global,after_holiday_1d,holiday_binary,0.007389132205459548,0.010739077192478696,0.0004818883608095,52,1.4533610840720919
38,day_ahead_price,chronos_xgb_residual_xgb_part,global,diff_96,diff,0.007163138128817,0.0,0.007163138128817,1,0.0
319,day_ahead_price,xgb_oof_train,global,lag_4,lag,0.007142192419940698,0.003194462537433225,0.0063226548954844,52,0.44726637839025746
299,day_ahead_price,xgb_oof_train,global,cos_slot96,calendar_time,0.007116317319182202,0.00294555030317365,0.0058620381169020505,52,0.4139149747066294
96,day_ahead_price,chronos_xgb_residual_xgb_part,peak,roll_std_96,roll_std,0.0070664272643625,0.0,0.0070664272643625,1,0.0
332,day_ahead_price,xgb_oof_train,peak,cos_slot96,calendar_time,0.0070402344438031915,0.00398638166521395,0.005868615116924001,52,0.566228539267291
154,day_ahead_price,xgb_only,flat,lag_4,lag,0.0070334626361727,0.0,0.0070334626361727,1,0.0
91,day_ahead_price,chronos_xgb_residual_xgb_part,peak,minute,calendar_time,0.0069721001200377,0.0,0.0069721001200377,1,0.0
253,day_ahead_price,xgb_only,valley,lag_4,lag,0.0069647142663598,0.0,0.0069647142663598,1,0.0
174,day_ahead_price,xgb_only,global,holiday_name_National Day,holiday_name,0.0069629405625164,0.0,0.0069629405625164,1,0.0
2,day_ahead_price,chronos_xgb_residual_xgb_part,flat,cos_slot96,calendar_time,0.0069527369923889,0.0,0.0069527369923889,1,0.0
119,day_ahead_price,chronos_xgb_residual_xgb_part,valley,lag_192,lag,0.0069239218719303,0.0,0.0069239218719303,1,0.0
394,day_ahead_price,xgb_oof_train,valley,sin_slot96,calendar_time,0.006714464532426295,0.004533375629755576,0.0052940524183213,52,0.6751656230906361
228,day_ahead_price,xgb_only,peak,roll_std_96,roll_std,0.0066470224410295,0.0,0.0066470224410295,1,0.0
152,day_ahead_price,xgb_only,flat,lag_192,lag,0.0064709745347499,0.0,0.0064709745347499,1,0.0
121,day_ahead_price,chronos_xgb_residual_xgb_part,valley,lag_4,lag,0.0064591509290039,0.0,0.0064591509290039,1,0.0
259,day_ahead_price,xgb_only,valley,roll_mean_672,roll_mean,0.0064534256234765,0.0,0.0064534256234765,1,0.0
100,day_ahead_price,chronos_xgb_residual_xgb_part,valley,before_holiday_1d,holiday_binary,0.0064068469218909,0.0,0.0064068469218909,1,0.0
389,day_ahead_price,xgb_oof_train,valley,roll_mean_16,roll_mean,0.006393172075219682,0.004348644470890821,0.00433313869871195,52,0.6802013804299789
