target,scheme,segment,model_scope,retrain_time,event_type,feature,importance,source_file,feature_family
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,is_makeup_workday,0.0,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,before_holiday_1d,0.0047168461605906,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,after_holiday_1d,0.0,feature_importance_detail_day_ahead_price.csv,holiday_binary
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Dragon Boat Festival,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Labour Day,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Mid-autumn Festival,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_National Day,0.0110355941578745,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_New Year's Day,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_None,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Spring Festival,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Tomb-sweeping Day,0.0,feature_importance_detail_day_ahead_price.csv,holiday_name
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_1,0.4965350031852722,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_2,0.0219569932669401,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_4,0.0064591509290039,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_96,0.019577533006668,feature_importance_detail_day_ahead_price.csv,lag
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_192,0.0069239218719303,feature_importance_detail_day_ahead_price.csv,lag
