target,scheme,segment,feature,importance_mean,importance_rank,source_file,feature_family
real_time_price,xgb_only,valley,holiday_name_National Day,0.0370908714830875,5,feature_importance_real_time_price.csv,holiday_name
real_time_price,xgb_only,valley,is_workday,0.0348356515169143,6,feature_importance_real_time_price.csv,holiday_binary
real_time_price,xgb_only,valley,diff_96,0.0298970602452754,7,feature_importance_real_time_price.csv,diff
real_time_price,xgb_only,valley,lag_96,0.0297954119741916,8,feature_importance_real_time_price.csv,lag
real_time_price,xgb_only,valley,slot96,0.0290053635835647,9,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_only,valley,minute,0.0195925738662481,10,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_oof_train,flat,lag_1,0.3940303331384292,1,feature_importance_real_time_price.csv,lag
real_time_price,xgb_oof_train,flat,roll_mean_4,0.2107814480908788,2,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_oof_train,flat,roll_mean_16,0.0281929986085742,3,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_oof_train,flat,sin_slot96,0.0245460090764726,4,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_oof_train,flat,is_holiday,0.0244421555947225,5,feature_importance_real_time_price.csv,holiday_binary
real_time_price,xgb_oof_train,flat,cos_slot96,0.0234322314365552,6,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_oof_train,flat,roll_mean_96,0.0217148416066685,7,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_oof_train,flat,roll_std_96,0.0215507342050281,8,feature_importance_real_time_price.csv,roll_std
real_time_price,xgb_oof_train,flat,diff_1,0.0192683266941458,9,feature_importance_real_time_price.csv,diff
real_time_price,xgb_oof_train,flat,before_holiday_1d,0.0178507261768502,10,feature_importance_real_time_price.csv,holiday_binary
real_time_price,xgb_oof_train,global,lag_1,0.4225132273366818,1,feature_importance_real_time_price.csv,lag
real_time_price,xgb_oof_train,global,roll_mean_4,0.2210406328623111,2,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_oof_train,global,roll_mean_16,0.0452592379341905,3,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_oof_train,global,holiday_name_Dragon Boat Festival,0.0277087831905541,4,feature_importance_real_time_price.csv,holiday_name
real_time_price,xgb_oof_train,global,lag_2,0.0167938023268316,5,feature_importance_real_time_price.csv,lag
real_time_price,xgb_oof_train,global,diff_1,0.0161671097067972,6,feature_importance_real_time_price.csv,diff
real_time_price,xgb_oof_train,global,is_holiday,0.0161236471612937,7,feature_importance_real_time_price.csv,holiday_binary
real_time_price,xgb_oof_train,global,slot96,0.0144699992826924,8,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_oof_train,global,roll_mean_96,0.0143581227077027,9,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_oof_train,global,roll_mean_672,0.0143391474938163,10,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_oof_train,peak,lag_1,0.2082478684158279,1,feature_importance_real_time_price.csv,lag
real_time_price,xgb_oof_train,peak,holiday_name_Dragon Boat Festival,0.1678905313691267,2,feature_importance_real_time_price.csv,holiday_name
real_time_price,xgb_oof_train,peak,roll_mean_4,0.1381469291563217,3,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_oof_train,peak,roll_mean_16,0.0991567332082642,4,feature_importance_real_time_price.csv,roll_mean
real_time_price,xgb_oof_train,peak,cos_slot96,0.0267943564551667,5,feature_importance_real_time_price.csv,calendar_time
real_time_price,xgb_oof_train,peak,roll_mean_672,0.0249011392633502,6,feature_importance_real_time_price.csv,roll_mean
