target,scheme,segment,model_scope,retrain_time,event_type,feature,importance
day_ahead_price,chronos_xgb_residual_xgb_part,global,global_model,2026-01-01 00:15:00,weekly,holiday_name_Tomb-sweeping Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_1,0.4965350031852722
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_2,0.021956993266940117
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_4,0.006459150929003954
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_96,0.01957753300666809
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_192,0.006923921871930361
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,lag_672,0.00794992595911026
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,roll_mean_4,0.20147240161895752
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,roll_mean_16,0.015116365626454353
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,roll_mean_96,0.013390050269663334
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,roll_mean_672,0.01316683180630207
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,roll_std_96,0.013028432615101337
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,diff_1,0.0162774957716465
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,diff_96,0.013864969834685326
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,hour,0.015625422820448875
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,minute,0.011411375366151333
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,dayofweek,0.022994941100478172
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,slot96,0.01681067794561386
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,sin_slot96,0.05422236770391464
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,cos_slot96,0.005204631946980953
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,is_holiday,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,is_workday,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,is_weekend,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,is_makeup_workday,0.001972401514649391
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,before_holiday_1d,0.006406846921890974
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,after_holiday_1d,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Dragon Boat Festival,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Labour Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Mid-autumn Festival,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,holiday_name_National Day,0.013123981654644012
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,holiday_name_New Year's Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,holiday_name_None,0.002526346128433943
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Spring Festival,0.003981877584010363
day_ahead_price,chronos_xgb_residual_xgb_part,valley,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Tomb-sweeping Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,lag_1,0.2106572389602661
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,lag_2,0.014099043793976307
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,lag_4,0.013392526656389236
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,lag_96,0.011579863727092743
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,lag_192,0.009331544861197472
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,lag_672,0.010271983221173286
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,roll_mean_4,0.5634778141975403
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,roll_mean_16,0.014816551469266415
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,roll_mean_96,0.008651136420667171
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,roll_mean_672,0.014349095523357391
